feature_id	Domain	Phylum	Class	Order	Family	Genus	Species
9c2d31452fd740b33e42820a448d0398	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	uncultured bacterium
9c33be590f03179f2de5ac46ea248ad9	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	Lachnospiraceae NK4A136 group NA
9c360e663bca79b5fd5dbfc754b4b5f3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella 7 NA
9c37c47616175bb66514c9e45e0d6509	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	uncultured	uncultured bacterium
9c3a8be06cc40a4e27e7597a1e3fa945	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	Subdoligranulum NA
9c3fd16fba31a0446d69003e812c9799	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia NA
9c42c3b37519d96b521188a8be5920c3	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium NA
9c4b86c0a2daae8c95caaa5765fc14b4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Aggregatibacter	Aggregatibacter NA
9c56ef00debbb4020b660358049fd6cc	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	uncultured prokaryote
9c5ce3d91a7834e18950d4e2ebcb4330	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella NA
9c622e30f4909b00d61950109a99bdc6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella rava
9c65f551278bfcda259b0ff00eb0c888	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-006	uncultured Erysipelotrichaceae
9c67cb11350af03eb7d57b7f4d19e656	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	Christensenellaceae R-7 group NA
9c6adde0e9ef3fc198e87084fa011bee	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium NA
9c6cde648b6d10da957e239e3ba860b4	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
9c7762885db6f2132f9dd191b408b7c6	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	Blastococcus NA
9c7ebfd36a7983c0ad677c88952ed64a	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	uncultured bacterium
9c7fb8f227ac40e9395124310241d02f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	Kingella NA
9c80fcb46431e4b25ad45dbff485fea5	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014	Clostridia UCG-014	Clostridia UCG-014 NA
9c8737833f8fefe43ee31b659d28a9f2	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	uncultured bacterium
9c8fe4f590ed08b997a8ca49bb3bb647	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus NA
9c932dd13ff0f60336ae4f61323d008d	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	uncultured bacterium
9c97ae23f684b01c0cbf858cf95d0679	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria NA
9ca491e8195ec377b3ed4720e9e2b978	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014	Clostridia UCG-014	Clostridia UCG-014 NA
9ca50b8fa3c5334102625143c8e8eaa6	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter NA
9cabd46939351b8b5c916f72ad65dcba	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium	Fretibacterium NA
9cac75f1ccf6286a65b74427b9dc4ff0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	uncultured Bergeyella
9cb527509cf05a9e20a8b81a4f2148c2	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	Gastranaerophilales	Gastranaerophilales	uncultured bacterium
9cb68ba28f94c312298e409f59e3b995	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	Kingella NA
9cb941ae40b527432cdee91059e10148	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	Subdoligranulum NA
9cb986fb9a5d33f51977148b33c14fcb	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus NA
9cc19d433c2afc5d80525abb71569b24	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	UCG-005 NA
9cc1d4a519a7c7c55438ebea70fb1464	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
9cc4d7d2a473eb84904f8b48dde26f82	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014	Clostridia UCG-014	Clostridia UCG-014 NA
9cc81776feb79d18d74ff401b7e7df11	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	uncultured	uncultured bacterium
9ccaa5d8f32fb33cb1cebbcc4d872d5b	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium NA
9ccd23d335711167d22a9b6c9a004f8e	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	[Eubacterium] coprostanoligenes group	gut metagenome
9ccfefa7e27346c3901abd6c5371ee04	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus bicirculans
9cd1a7d9a0501bb91a69b628378d521f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nanceiensis
9cda306bfa89b41598d23c5f3b44784b	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group	[Eubacterium] siraeum group NA
9cdb9dbe98d86651359273ea1c595c84	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	uncultured rumen
9cdd06e4c33c58bbb4e46a743fd15c5b	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
9cdeaf9e56297850d3a14f951ada5e2a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria NA
9ce8021bb1ed5850fce1f807c10f84e8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes NA
9ceff78504664bb74d00a7e477d49596	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	Escherichia-Shigella NA
9cf03e980502ac0ad71d85078c5a5f43	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	Mogibacterium NA
9cf045119b27dd039108a6be7156e122	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella sp.
9d051349136e5b36b622a137ab1c5aaf	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	UCG-010	uncultured bacterium
9d0540a98b73eb1bd9cd91a21b1c9593	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius
9d0589315d7ca6355db968ebc9410894	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
9d0883a0297fbfa43078fc6d129712f2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides plebeius
9d0a3a524da9f774c3341eb23b2b5cfe	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia NA	Bacteroidia NA	Bacteroidia NA	Bacteroidia NA
9d0f576c283a36bf5fc61280bd2a5d7b	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	Scardovia inopinata
9d0fea9362b766d5d279df71fc817c29	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
9d1644595486764b9d0aab8196a71b54	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella NA
9d168713b5d21419de617852c8354e54	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella NA
9d1da985c322f33764c3219a0bc6f771	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Pseudopropionibacterium	uncultured bacterium
9d200ab2b92cb2fa9114cc55d923cffb	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella parvirubra
9d2155374587f23a0006f69127d1e51f	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group	metagenome
9d2c95294eae650f0bee93727623a6cb	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium greenlandense
9d3427cdbc254bb17fe2ce2823941825	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	Christensenellaceae R-7 group NA
9d3ee01b3e8fe17aa0d2ad5b699fa62e	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermoamylovorans
9d4171506a39b5fede88303822f28a9d	Bacteria	Bacteria NA	Bacteria NA	Bacteria NA	Bacteria NA	Bacteria NA	Bacteria NA
9d42a0a4b3e18332e01758a5dce9f206	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillales NA	Lactobacillales NA	Lactobacillales NA
9d4d03d80a6f57d34defb18d2c36a527	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	Subdoligranulum NA
9d4d3f18452ecbc8c359ae9ab84c67ac	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter showae
9d4e978deb4fa6fb27e2205f2d12ace0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium NA
9d543e61ed885aebab14bc367c298b4a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella tannerae
9d584cd10ff266ebe3dbcaf9b056ea7b	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	uncultured bacterium
9d5d9a7f7c63eb36d625bcde616e5f48	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured bacterium
9d66bd49ae60477c6c2839da1f80f58e	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus influenzae
9d6ae18347c4e3267fae90aa721dd67b	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	Lachnospiraceae NK4A136 group NA
9d6df8f3480f3cfa17e83204922013cc	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga NA
9d711c807531d416c8b48784f631372c	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillales NA	Lactobacillales NA	Lactobacillales NA
9d7130e94077e93a94fc4d7a3b964806	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga NA
9d787849e140bcca9c0f688bcff6f8e7	Bacteria	Firmicutes	Clostridia	Clostridia NA	Clostridia NA	Clostridia NA	Clostridia NA
9d7ba55cee0aee1b1db6b6ea48a81a31	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp.
9d7c0af145d074794cac3d1b428cfc17	Bacteria	Firmicutes	Bacilli	RF39	RF39	RF39	Firmicutes oral
9d82ad4d796c2461e6779b91a497d5ef	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp.
9d85b97df36ce9267f79f173cb2136e0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	uncultured bacterium
9d904179014c3578dae9d1e9d82407b1	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium NA
9d9798ca1e6ae101167abd4954e9b1b3	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	Veillonella NA
9d9b0f81bfa1258d7b78cb736bbf8f3e	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 2	Clostridium sensu stricto 2 NA
9d9caf0fc1c501ac38dc9aeeb3c8acb3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Parvimonas	Parvimonas NA
9da12a3e92dfeb0a9a4e43bee3d4f313	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus
9da137b24271c2f9ffbebe5e79e77361	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
9da7e3eec01f709d379eb0d01de8f79b	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium NA
9dab8019ef2e8861f2312d48b14ac00c	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis
9db1065e2a2b9c80a2a81c90fa95c608	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011	uncultured bacterium
9db27ec2473ff558021d95573065a82a	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga NA
9db2817f5c42be6a7bcbca662959982d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium NA
9db2dbaeaedad729d5485391ff9b2d11	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius
9db769a843865bc42ef0788cd2861cdd	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
9db82b21d1c5175ea24add33bbd06786	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Slackia NA
9db89253462dd7b66c45134f19cbeb28	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	uncultured	uncultured bacterium
9dbbf24370d51641dede052d9967eb65	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus NA
9dbfa8dd1455ffabc23eb4a7f9c9e062	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured bacterium
9dc263be239b9b6546cf6b7b2653e0fd	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella 7 NA
9dc4d1617c0fc4800832989ceb200309	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	uncultured bacterium
9dd3514a0e84ea26be570b606e305a77	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	uncultured bacterium
9dda915d5548b3bbc8732e322f624a3c	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Amnipila	Amnipila NA
9ddade25550cb78f25fbfdeefc4c84f5	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae NA	Christensenellaceae NA
9de3d0820ed68a1025df0fccf3d096e6	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	uncultured Clostridia
9de3dd7d989b1eb96f94f0ff96e736c9	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
9dee32cccf1af1bb5a8080d2f5cd8c48	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Schaalia odontolytica
9df251784dde31e05f02b2ee1029d71c	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter NA
9df27481ad59f1e8fd5be34423e607ab	Bacteria	Bacteria NA	Bacteria NA	Bacteria NA	Bacteria NA	Bacteria NA	Bacteria NA
9e06f6628abf69b0e84e00e1420a5268	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	uncultured prokaryote
9e0c82d2bc1987fa640c5cb9c156f5ab	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
9e108ea714a8d0373b956e8afc17d23f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella histicola
9e14064ef0d6eb5cb79d56c8802cb693	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga NA
9e2037e688c5fc78d0dcc63e43c8407f	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae NA	Ruminococcaceae NA
9e265ce8ee12497d30a0431fa6d8b069	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema medium
9e2dc4b127621a1a79c8a61b661b45d9	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea NA
9e329363fc3990a8311593cac078e4f7	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group	Clostridia vadinBB60 group	Clostridia vadinBB60 group NA
9e384c78ba838d892bc0677fa9701247	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella 7 NA
9e39040cb4848f8cb9ace356d44be959	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera stantonii
9e397b910151fd6787232b610b82c5b2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius
9e420a3f4d78fc7cda4d63feb0617c43	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oralis
9e4976b3f22f2889ea2348b491c0feb0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus NA
9e49e387a910abc9baf27695f2cdcf87	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae NA	Ruminococcaceae NA
9e4a8c767742131e27a479501b480f78	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oulorum
9e52d5df0f9677b98ee1b9c073c00b92	Bacteria	Firmicutes	Clostridia	Clostridia NA	Clostridia NA	Clostridia NA	Clostridia NA
9e55505a212a73ef4d0fab37569924ec	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella 7 NA
9e59ff3922d26ee14808ad77ef951866	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	uncultured bacterium
9e5c7db76de513321652d9d1014a9ef9	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII UCG-001	Family XIII UCG-001 NA
9e61725623092c3505b6841455f67cf4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus NA
9e638aff862ab485de0d89493b03c8d8	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera elsdenii
9e657e4879607bfe24eb20c7579b2ee3	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae NA	Acidobacteriae NA	Acidobacteriae NA	Acidobacteriae NA
9e66082c02ffad1787a5aa033658071b	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	Lineage IV	Lineage IV	uncultured bacterium
9e679e61695dbea80011e7cafc5fb825	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter NA
9e6d5bb85f3c44036c891349853d40e9	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella 7 NA
9e70ea6d63ae7705364c73f3a9b88c18	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus	Anaerococcus NA
9e7125a102db8951720ec539b4e78113	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus NA
9e7315f79191bfa159b6d77db3bc6374	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella NA
9e7751582446db30cabe85acb93ffacf	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	Candidatus Soleaferrea NA
9e7898c5d917acc48e9f0dd6cda66736	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium NA
9e7eddc5e395bc0f02022e5a0c065aa3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	uncultured organism
9e81d62112824734fd2ba13170431b43	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas NA
9e82e328e94bdc98b80ee379746f234f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia NA
9e82ee698995c0d71f686cb2f33ed73e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
9e853c417d84ab965afb5b7b73591048	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	uncultured bacterium
9e997801f48ed52af78dca4600cb25c6	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	uncultured	uncultured organism
9e99b334ec75cdc1334c3b04f88ae92f	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	uncultured bacterium
9e9a8eb6a8f8d8e70fb8fd3eb74a8bc8	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	Dialister NA
9e9de1a76d49ca9858d60d7411b3df9f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes NA
9ea001b2578df572f56f88ce670c7b5a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NA	Prevotellaceae NA
9ea35f801a18b2f44ad688c88cc1794f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	uncultured bacterium
9ea531b9719c3c635f7716b39050f9ef	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella NA
9ea59dd2f5ca23454729d705fdb040f0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oulorum
9eab34104e21e72a532b1389c0f39a7e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas NA
9eaec3a8e883dbe6f6f56da256762e3d	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium NA
9eaff8c3aca7b74962decea682803d9c	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Intestinibacter	Intestinibacter NA
9ebb97ed0de8342794adea12643e8f1d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas NA
9ebfbd2bab705396fd92f06ffdf86523	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae NA	Enterobacteriaceae NA
9ec0a8d1bf1e86bd11ab4bad5509f988	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces israelii
9ec59f2e602a8b8804d9bada68700195	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia NA
9ec78c6c2317d9537b23f23ca864f169	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	uncultured bacterium
9ecaedf225bd8436d7a13211d86d299d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Burkholderiales bacterium
9ecd9e790c0a31231dae14a3b8f27c88	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	uncultured organism
9ecdd279f4f4af006a9b05d4ae2ed1f1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella pleuritidis
9ece49826ec18671ffca7289a53d3d02	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nanceiensis
